,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
68,0.699,0.0814,104.941,0.0958,0.488,3.6e-06,0.773,180120,-5.982,0.513,4BiiOzZCrXEzHRLYcYFiD5,Happy
69,0.743,0.111,169.981,0.0425,0.0267,0.00504,0.558,184941,-5.744,0.4,0K7dHDzNwEAF4kgJUK96Mq,Happy
70,0.497,0.0911,99.137,0.0809,0.152,0.0,0.677,236853,-5.763,0.419,0Zbbxnx4SGGHoIow4PpISP,Happy
71,0.653,0.191,100.051,0.0626,0.195,0.0,0.565,174507,-5.846,0.471,61A5grQZlbqoCxVUWLI19v,Happy
72,0.869,0.0593,123.964,0.0461,0.149,0.0,0.678,200533,-4.345,0.882,0iSWAT0EL8TwmzcgBjKMh6,Happy
73,0.584,0.366,179.954,0.284,0.0805,0.0,0.581,206046,-4.928,0.756,6SGG5AxHShqSYiV9fCWpZz,Happy
74,0.954,0.0555,178.043,0.0476,0.00414,0.0,0.425,243160,-3.756,0.933,0Ph6L4l8dYUuXFmb71Ajnd,Happy
75,0.643,0.0735,102.09,0.325,0.203,0.0,0.582,161075,-5.242,0.645,6S9i5ew6dEQO0RSTkmBLoE,Happy
76,0.435,0.106,114.963,0.0391,0.369,0.0,0.666,153931,-8.089,0.6,05OCY605lOXP7koHNBMPc2,Happy
77,0.363,0.363,94.978,0.0261,0.699,3e-05,0.682,154275,-10.837,0.203,5tqNWWiySiABLrGAvSWsO5,Happy
78,0.908,0.241,144.581,0.0879,1.4e-05,1.4e-05,0.376,265560,-3.793,0.266,67vYdAAM3oGsEImCRfbtsF,Happy
79,0.891,0.357,104.954,0.0376,0.000896,0.000137,0.568,190227,-5.786,0.522,5TUZhrb8UaaA76NhzZax2Z,Happy
80,0.555,0.418,110.663,0.049,0.0618,1.76e-06,0.393,313193,-7.26,0.328,6731YdP19CJBKlSaJNBAK0,Happy
81,0.642,0.108,96.957,0.134,0.00529,0.0,0.762,249984,-4.387,0.501,5X5glzGswcMhovzjTezQFC,Happy
82,0.699,0.0879,121.122,0.0892,0.0203,0.0,0.638,160398,-6.542,0.57,3YmgsYX80v0EtBZekgcB6w,Happy
83,0.786,0.0943,125.983,0.0478,0.197,0.0,0.676,218359,-4.529,0.483,0DmAvNCAK08oCi7miSZUIY,Happy
84,0.507,0.0543,123.998,0.0539,0.0451,0.0,0.957,172907,-6.206,0.817,5x0ON9RTinvk06U7SwLXjW,Happy
85,0.683,0.176,97.061,0.0328,0.0211,0.0,0.562,203320,-6.179,0.464,3KqRYO83UpIst49K6USWep,Happy
86,0.873,0.374,104.365,0.122,0.0486,0.0,0.478,155668,-3.637,0.739,2yySWxfeRN2QRZnFMnYMQl,Happy
87,0.495,0.111,93.063,0.034,0.0663,0.0,0.807,156507,-7.859,0.74,2VkPfL3qQ2adxShD3rNvoV,Happy
88,0.846,0.116,115.965,0.0439,0.0325,0.0,0.639,224813,-6.184,0.475,3M31S6f0z8S3nkFh3eS06W,Happy
89,0.678,0.0638,166.019,0.177,0.255,0.0,0.732,153523,-4.078,0.92,5MJ47IaaEMMKsgUqYEaCCv,Happy
90,0.689,0.0904,95.98,0.0503,0.0537,0.0,0.659,206135,-6.649,0.579,4LDuSfbXupGKg6RpkgTAij,Happy
91,0.823,0.322,128.035,0.0394,0.213,0.0,0.646,227267,-4.123,0.418,7MmG8p0F9N3C4AXdK6o6Eb,Happy
92,0.787,0.255,122.103,0.0337,0.0803,0.0,0.792,193672,-5.022,0.961,3lffqHBnMd4ie30QiRTBOY,Happy
93,0.856,0.347,119.397,0.0348,0.0624,0.0,0.632,232693,-3.463,0.867,3Fzlg5r1IjhLk2qRw667od,Happy
94,0.869,0.046,122.017,0.0382,0.128,2.2e-05,0.653,197347,-3.725,0.697,03mMSLEJCPoGJwQhHpN5y0,Happy
95,0.842,0.0601,125.988,0.103,0.000417,0.835,0.825,193997,-6.412,0.44,0tnB2ZH4DbjLjCBmdr5VXz,Happy
96,0.588,0.167,75.011,0.165,0.0503,0.0,0.786,156505,-3.777,0.685,3orJ0XpgXRG1LTA521BpDz,Happy
97,0.688,0.169,139.475,0.0414,0.248,0.0,0.591,129867,-8.583,0.759,4Nlif8FMSkyegKgukC31Yi,Happy
98,0.88,0.0598,144.996,0.0378,0.000817,1.01e-05,0.611,164200,-6.571,0.771,6J7U49QGecWb3WqIqfSYc0,Happy
0,0.849,0.0414,124.631,0.0452,0.641,7.74e-06,0.482,155227,-9.198,0.937,4Z1fbYp0HuxLBje4MOZcSD,Happy
1,0.82,0.3,118.208,0.0805,0.261,0.0,0.547,172867,-6.728,0.933,6Ac4NVYYl2U73QiTt11ZKd,Happy
2,0.821,0.153,174.923,0.0539,0.0102,0.0438,0.551,137760,-4.489,0.842,5dKBaysNJtfpyNTRa5lqDb,Happy
3,0.876,0.677,156.291,0.187,0.0175,0.0114,0.566,209447,-4.6,0.642,2RknY4IqSPwagR0v5wchIW,Happy
4,0.681,0.0233,114.989,0.0888,0.00966,5.71e-05,0.853,270627,-5.003,0.93,4rmPQGwcLQjCoFq5NrTA0D,Happy
5,0.79,0.165,131.177,0.059,0.139,0.00669,0.679,251533,-6.934,0.369,6VwkgtOIlVboseFPCFnyJ2,Happy
6,0.816,0.335,95.39,0.0465,0.122,0.0,0.548,174000,-4.209,0.557,6UelLqGlWMcVH1E5c4H7lY,Happy
7,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,Happy
8,0.783,0.0803,99.992,0.0444,0.232,0.00886,0.818,162267,-6.534,0.819,1YrC8s6yZWw23QxW6rfM9f,Happy
9,0.651,0.489,81.397,0.048,0.144,0.0,0.586,223067,-10.16,0.901,6ZEAXknmx2mrO3KgcDNpFI,Happy
10,0.832,0.183,112.007,0.0291,0.0881,0.0674,0.692,165810,-4.414,0.858,4S46FETQcxhXROubIV11M3,Happy
11,0.692,0.324,116.017,0.0431,0.0412,7.24e-05,0.874,178560,-5.28,0.937,55h7vJchibLdUkxdlX3fK7,Happy
12,0.656,0.169,121.112,0.0595,0.0466,0.0187,0.843,215653,-11.184,0.931,6pc8xULSlsMdFB3OrqbvZ4,Happy
13,0.712,0.211,98.023,0.046,0.132,0.0,0.694,201122,-3.923,0.799,1rIKgCH4H52lrvDcz50hS8,Happy
14,0.928,0.0988,148.03,0.0759,0.00113,0.0,0.351,222076,-3.71,0.239,0eGsygTp906u18L0Oimnem,Happy
15,0.924,0.084,100.045,0.146,0.0841,3.59e-06,0.631,192280,-5.589,0.755,213x4gsFDm04hSqIUkg88w,Happy
16,0.323,0.137,93.031,0.0982,0.75,0.0111,0.833,175484,-6.3,0.678,6wAFJrqup7D88zL1bB4QS4,Happy
17,0.869,0.0678,109.902,0.037,0.0116,0.173,0.596,238733,-11.97,0.944,05wIrZSwuaVWhcv5FfqeH0,Happy
18,0.525,0.0714,112.022,0.0578,0.183,0.0,0.878,158571,-6.832,0.694,1Cv1YLb4q0RzL6pybtaMLo,Happy
19,0.894,0.0741,174.982,0.0765,0.147,0.0,0.341,237733,-6.66,0.672,4vnYwFOZCVl0bmerWyuzRw,Happy
20,0.467,0.0881,101.048,0.12,0.414,0.00304,0.806,156000,-11.021,0.565,68LD8P1989xcYJKZA3aqRV,Happy
21,0.793,0.0951,123.95,0.083,0.0123,0.0,0.793,183290,-4.521,0.679,3PfIrDoz19wz7qK7tYeu62,Happy
22,0.531,0.0938,70.469,0.0954,0.331,1.51e-06,0.598,168000,-7.484,0.696,4ZrbWwFHHjPoe7cfUBJ9WQ,Happy
23,0.879,0.109,134.064,0.0514,0.0476,1.91e-06,0.811,188754,-3.724,0.962,0ifSeVGUr7py5GggttDhXw,Happy
24,0.711,0.116,74.989,0.126,0.439,0.0,0.741,166400,-9.359,0.801,1hmV2cFt3tJfvOc9zwzytY,Happy
25,0.163,0.0688,69.283,0.165,0.881,7.62e-05,0.681,292400,-22.597,0.771,5YbgcwHjQhdT1BYQ4rxWlD,Happy
26,0.847,0.336,97.974,0.0385,0.0462,0.0,0.544,184133,-4.794,0.168,24fXShNbufmThxBTWWPfO1,Happy
27,0.704,0.0884,128.685,0.0402,0.401,0.132,0.896,243696,-12.148,0.98,6W99yGcIH43jskdRA7idD3,Happy
28,0.616,0.117,106.013,0.0416,0.00174,5.41e-05,0.771,202642,-6.851,0.336,4e8yoTt9IuRbDkbsLntXZZ,Happy
29,0.801,0.241,103.197,0.0354,0.0209,0.0,0.466,267413,-5.175,0.379,3O0FuEfTpt3Zn6J3pXrXVO,Happy
30,0.869,0.046,122.017,0.0382,0.128,2.2e-05,0.653,197347,-3.725,0.697,03mMSLEJCPoGJwQhHpN5y0,Happy
31,0.87,0.184,124.444,0.0308,0.00361,0.126,0.491,224800,-5.99,0.814,4er8NyQ8cFnZ2b643Tjc44,Happy
32,0.588,0.149,98.027,0.0924,0.692,0.000104,0.824,209438,-6.4,0.513,2XU0oxnq2qxCpomAAuJY8K,Happy
33,0.632,0.0769,113.682,0.145,0.0126,4.95e-06,0.548,245800,-5.569,0.535,7KdF7Zac5eC9jutk9Qret4,Happy
34,0.686,0.274,193.667,0.0325,0.18,2.66e-06,0.525,150126,-8.879,0.91,5olYKlNYCELRBQzxQ6Tr1V,Happy
35,0.791,0.321,133.042,0.048,0.0392,0.0,0.654,199526,-6.243,0.603,04MNyOQZDvLsW2gjAm9q2L,Happy
36,0.859,0.117,127.917,0.0479,0.00224,0.893,0.429,249142,-4.75,0.374,6eAg68QCEmM9wqTPlNhDco,Happy
37,0.885,0.086,97.03,0.0436,0.217,0.0,0.675,216667,-4.432,0.768,0KpfYajJVVGgQ32Dby7e9i,Happy
38,0.745,0.0943,101.018,0.0571,0.0642,0.0,0.893,223413,-3.105,0.872,5bcTCxgc7xVfSaMV3RuVke,Happy
39,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,Happy
40,0.754,0.445,123.98,0.0309,0.00828,0.0198,0.693,229920,-7.57,0.432,1iRlSxYYKp4T7TAgqt5jT4,Happy
41,0.887,0.275,142.014,0.0424,0.0231,0.0,0.689,205027,-4.27,0.937,0Me1AKVY2wzxOKLMiaAtNy,Happy
42,0.731,0.151,101.654,0.0379,0.431,0.0,0.484,204280,-6.694,0.51,3JvrhDOgAt6p7K8mDyZwRd,Happy
43,0.838,0.418,113.373,0.11,0.0832,0.0,0.742,188240,-6.442,0.848,3v8PlUFGQQDBIk1J86waCo,Happy
44,0.958,0.101,145.063,0.0543,2.64e-05,0.000245,0.434,209804,-3.558,0.746,2zJGwCm2cqkb7q0qrOIMpY,Happy
45,0.837,0.344,168.114,0.115,0.0842,0.0,0.618,174800,-5.574,0.8,1bxa0TPdBMHPeZFHe0adCw,Happy
46,0.855,0.27,136.062,0.0913,0.0166,0.193,0.642,165905,-3.194,0.623,4L8gG0XMQzKJfmygtHV5qZ,Happy
47,0.811,0.101,116.047,0.038,0.0426,1.07e-06,0.794,248413,-8.966,0.862,2Foc5Q5nqNiosCNqttzHof,Happy
48,0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,163253,-5.115,0.754,6QgjcU0zLnzq5OrUoSZ3OK,Happy
49,0.85,0.0867,100.015,0.0524,0.0733,0.0122,0.638,229227,-4.251,0.545,3cQzrjkL2UaGLX1abHxaIz,Happy
50,0.929,0.0931,137.996,0.037,0.0499,1.7e-06,0.556,188893,-3.659,0.842,1hy6Dic0L5SU1XqjhYY1TR,Happy
51,0.923,0.149,96.043,0.0691,0.00892,0.0,0.613,166920,-5.234,0.669,2kiJ5lZQZusgWwpqA7z2i1,Happy
52,0.936,0.136,172.43,0.104,0.416,0.000135,0.461,249333,-6.824,0.811,7w4Tbkbx081vRJa8ol56Qf,Happy
53,0.497,0.107,150.096,0.0626,0.147,8.24e-06,0.686,131200,-6.508,0.741,7MDSd5MwBcZuvZBHmWIkiy,Happy
54,0.672,0.0688,166.903,0.0637,0.314,5.03e-06,0.635,155333,-6.788,0.895,6pyex9B1kBoRIuabBAc4m8,Happy
55,0.831,0.0801,93.948,0.0456,0.0104,0.000183,0.532,159407,-4.359,0.764,6fWMEDCURTkeP9bPYvzcJe,Happy
56,0.824,0.363,122.221,0.0449,0.0271,0.0152,0.676,187733,-5.752,0.696,4Sqc0kPuZpfI0T2TZBu8JT,Happy
57,0.634,0.0678,128.992,0.0289,0.0763,0.0,0.466,194240,-5.3,0.324,5zsvG3RApT8qMVl7673FqF,Happy
58,0.79,0.111,107.985,0.104,0.793,0.155,0.899,166667,-3.651,0.92,58E5eiErWFE5oU9eSCa5ZA,Happy
59,0.752,0.0907,187.712,0.0581,0.448,0.00061,0.559,179973,-10.046,0.946,6nzhhT57iQYrbqumru9NNP,Happy
60,0.881,0.074,118.237,0.0758,0.134,0.00952,0.636,133467,-5.376,0.845,7BXToqZFtclAj6mshYWena,Happy
61,0.924,0.149,111.995,0.036,0.00205,0.000175,0.638,263787,-3.887,0.53,4MFCXniy7I8tj0GXtf3wgC,Happy
62,0.847,0.25,173.914,0.0348,5.12e-06,0.0208,0.323,98400,-4.716,0.859,1Q8reqCOXg2yqNr47HGo9X,Happy
63,0.868,0.129,121.822,0.105,0.0876,0.124,0.647,242240,-6.427,0.803,3pf96IFggfQuT6Gafqx2rt,Happy
64,0.901,0.0736,100.002,0.0348,0.0525,0.000535,0.673,194093,-2.379,0.503,44AXd3UVaaVYsSQqBpnYO2,Happy
65,0.684,0.685,161.167,0.0797,0.652,0.0,0.516,131160,-5.659,0.84,0BbA7S30mOQB94e4IBnqCt,Happy
66,0.777,0.298,126.008,0.0567,0.299,0.0,0.706,203204,-4.591,0.638,6TMzuNLw1ZPgBqPKmnnObm,Happy
67,0.551,0.0827,131.922,0.0396,0.151,0.0,0.851,219467,-5.177,0.807,66S14BkJDxgkYxLl5DCqOz,Happy
68,0.805,0.413,136.67,0.0311,0.000178,0.00135,0.516,223813,-8.017,0.72,6i9uagZQiliNoEW8Jp10dX,Happy
69,0.943,0.653,129.003,0.0431,0.0736,0.0,0.696,194867,-2.962,0.833,3CSpzkoL1XgDBZ1q9aDCUV,Happy
70,0.83,0.261,117.973,0.0632,0.0288,0.0215,0.594,203527,-5.727,0.69,6WP4WTHzaPTCk1QrbRLhgL,Happy
71,0.414,0.11,107.438,0.0791,0.0211,0.453,0.936,152880,-8.942,0.899,0FXJkC3XA6UOyvti331jQw,Happy
72,0.924,0.117,134.975,0.0703,0.0668,0.0,0.607,198827,-5.684,0.778,1SZN00cfG8T8UxDmJeqjuv,Happy
73,0.763,0.359,136.205,0.0341,0.00126,6.75e-05,0.526,215160,-12.663,0.514,20CNpCKq1oTdvekXaboyeq,Happy
74,0.948,0.0969,133.004,0.0753,0.00183,0.0995,0.611,174920,-3.751,0.79,4HRa9ZWcmZ8JD7UySPu0wT,Happy
75,0.872,0.047,162.407,0.0602,0.00402,0.00909,0.445,208360,-6.294,0.834,5Q7cE6wGHMehLFo2ppkk5D,Happy
76,0.628,0.181,121.793,0.0328,0.0871,0.0,0.794,159119,-4.321,0.935,7BL33HmuFQien4olebugdj,Happy
77,0.815,0.0826,154.514,0.144,0.0491,0.0,0.511,215307,-3.14,0.586,1bCmvezFg5MRcENzCGG1Cy,Happy
78,0.688,0.282,122.983,0.0379,0.00209,0.0541,0.818,259507,-7.083,0.971,2qONptRzQM0D3BGOgAsapI,Happy
79,0.813,0.227,129.99,0.0327,5.65e-05,0.00352,0.462,206753,-4.562,0.595,72NC9kHkFA7k98dE0t4xEX,Happy
80,0.895,0.13,91.905,0.031,0.00227,0.00394,0.464,238293,-7.683,0.932,2Rkfv2emuT4A1QU6dJmf5V,Happy
81,0.767,0.112,100.38,0.0449,0.225,0.0,0.587,201707,-5.713,0.664,5p9XWUdvbUzmPCukOmwoU3,Happy
82,0.631,0.159,123.286,0.0398,0.0346,0.0,0.704,295667,-12.299,0.793,2DX0WG5OGLQLaXb41Cq1IA,Happy
83,0.981,0.386,134.007,0.06,0.0171,1.07e-05,0.58,195667,-2.603,0.861,5XMjXjwCkJVmk0AHm7z8IV,Happy
84,0.905,0.0644,122.448,0.0378,0.0273,0.199,0.629,212960,-4.745,0.967,52MW2hwNmLa0KdsZZk8360,Happy
85,0.915,0.0964,130.013,0.0411,0.2,0.00332,0.621,221722,-5.224,0.818,1YyHm1dSJ2JBK0QK769Z82,Happy
86,0.868,0.136,158.563,0.0361,0.656,0.0,0.55,148627,-5.472,0.962,7sVxvaLH9Bx9YZyBjdRpdQ,Happy
87,0.599,0.0909,89.932,0.0934,0.0079,0.0,0.507,177778,-7.074,0.516,1r7rNbAcw17mhrap3ofjSb,Happy
88,0.647,0.0972,122.771,0.0299,0.757,3.08e-06,0.757,169627,-10.264,0.97,4GAI8BxeMgrvhZNEU59UfR,Happy
89,0.85,0.281,116.999,0.043,0.028,7.21e-05,0.646,165720,-5.145,0.518,4gTwPFGhIIlYtlo59jbVUB,Happy
90,0.76,0.325,171.838,0.0414,0.118,0.0,0.426,131213,-4.082,0.955,7pQAq14Z73YUFMtxCyt0bG,Happy
91,0.903,0.194,159.95,0.097,0.013,0.0,0.7,201418,-5.811,0.96,3E7HFO84HdWVJXzqKE82xO,Happy
92,0.641,0.0601,120.745,0.0289,0.13,0.000218,0.699,187213,-7.564,0.728,6pxWv6GV35VGmcPf5dh6CH,Happy
93,0.728,0.0777,188.701,0.0433,0.415,0.0,0.405,205093,-4.76,0.342,1gStng1TuTLt0SaISWL14r,Happy
94,0.928,0.2,136.258,0.0589,0.0154,0.00134,0.536,248400,-6.492,0.389,0gzqZ9d1jIKo9psEIthwXe,Happy
95,0.786,0.497,97.54,0.0377,0.0349,0.00767,0.635,241547,-6.46,0.305,7zkDEBSxkcBVsStS4qBFpK,Happy
96,0.845,0.336,119.48,0.0372,0.0528,0.0,0.639,233373,-3.333,0.871,1FHNctV68GUNLgXclG2DtR,Happy
97,0.887,0.334,136.057,0.0565,0.0607,2.41e-06,0.574,229244,-6.172,0.622,4fCHoHmwmX8LgAp6A1GULJ,Happy
98,0.923,0.0879,97.874,0.032,0.0674,0.0,0.639,175347,-5.708,0.761,4YUlGNZfYA6EUE5KDsGqpC,Happy
99,0.71,0.55,110.017,0.0324,0.00277,0.0,0.673,173613,-6.744,0.54,5yNEdBlZMxpcVtGKz5NFk5,Happy
